"г.Амвросиевка";"101000000001";1734754;01.08.2025;49500;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.06.2024;48005;"контрольное снятие"
"г.Амвросиевка";"101000000001";1734754;14.12.2024;48247;"контрольное снятие"
"г.Амвросиевка";"101000000001";1734754;22.05.2024;47992;"по квитанции"
"г.Амвросиевка";"101000000001";1734754;01.09.2025;49520;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.06.2025;49503;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.05.2024;47979;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;18.04.2024;47942;"по квитанции"
"г.Амвросиевка";"101000000001";1734754;01.01.2025;48459;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.04.2024;47927;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;25.12.2024;48391;"по квитанции"
"г.Амвросиевка";"101000000001";1734754;19.03.2024;47852;"фото"
"г.Амвросиевка";"101000000001";1734754;14.03.2024;47842;"по квитанции"
"г.Амвросиевка";"101000000001";1734754;01.04.2025;49090;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.03.2024;47605;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.10.2025;49552;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.01.2024;46667;"контрольное снятие"
"г.Амвросиевка";"101000000001";1734754;11.01.2024;47042;"по квитанции"
"г.Амвросиевка";"101000000001";1734754;01.11.2024;48223;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;13.02.2024;47497;"по телефону"
"г.Амвросиевка";"101000000001";1734754;01.02.2024;47168;"плановый объем"
"г.Амвросиевка";"101000000001";1734754;01.05.2025;49391;"по квитанции"

